,institution,major,degree,season,decisionfin,method,decdate,decdate_ts,gpa,grev,greq,greaw,status,date_add,date_add_ts,comment
889,Massachusetts Institute Of Technology (MIT),Mechanical Engineering,PhD,Fall 2021,Rejected,,20-02-2021,1613750400,3.65,156.0,165.0,4.0,International,20-02-2021,1613750400,
890,Cornell University,Mechanical Engineering,PhD,Fall 2021,Rejected,,19-02-2021,1613664000,3.65,156.0,165.0,4.0,International,20-02-2021,1613750400,
891,Cornell University,Mechanical Engineering,PhD,Fall 2021,Accepted,,19-02-2021,1613664000,,,,,International,19-02-2021,1613664000,
892,California Institute of Technology,Mechanical Engineering,PhD,Fall 2021,Wait listed,,,,,,,,,19-02-2021,1613664000,ttpb: Congrat! I`m waitlisted even I have invited to the visit day. Please notify your decision to the program as soon as possible. Have a great day!
893,California Institute of Technology,Mechanical And Civil Engineering (MCE),PhD,Fall 2021,Accepted,,19-02-2021,1613664000,,,,,International,19-02-2021,1613664000,
894,California Institute of Technology,Mechanical Engineering,PhD,Fall 2021,Accepted,,19-02-2021,1613664000,,,,,American,19-02-2021,1613664000,
895,Cornell University,Mechanical And Aerospace Engineering,PhD,Fall 2021,Wait listed,,,,3.76,166.0,170.0,4.5,International,19-02-2021,1613664000,"'Because of the very unusual circumstances under which we are living at the moment, we are, for the first time, maintaining a Waitlist for admission into the Ph.D. program so that we can better control the size of our incoming class.' Sort of unexpected and fingers crossed. Applied to the fluid dynamics concentration."
896,Cornell University,Mechanical And Aerospace Engineering,PhD,Fall 2021,Accepted,,19-02-2021,1613664000,3.41,,,,Other,19-02-2021,1613664000,"GREs was not required. 1 published paper first author, 3 relevant research experience, many conferences presentations, no interview. Physics and Math double major. Got Lucky :) Best of Luck"
897,Cornell University,Mechanical Engineering,PhD,Fall 2021,Wait listed,,,,,,,,International,19-02-2021,1613664000,"My Resume : BS : GPA 3.6 in ordinary asian college, MS : GPA 4.01 in top asian college. 3 SCI Journal lead author (IF : 6, 4, 2 / 1Q, 1Q, 3Q), 1 SCI journal co-author (IF : 2 / 1Q), 1 patent, 7 publication (not SCI) lead author, 3 publication (not SCI) co-author, 3 years research experience. 1 academic award in international conference. 
I received e-mail from the department. I have been placed on a wait-list for possible admission. I am glad this and hope to get admission."
898,Cornell University,Mechanical And Aerospace Engineering,PhD,Fall 2021,Rejected,,19-02-2021,1613664000,3.77,165.0,169.0,5.5,International,19-02-2021,1613664000,"GPA 3.77, 1 first author international conference publication, no interview. Generic email. Congratulations to those who got it"
899,Cornell University,Mechanical,PhD,Fall 2021,Rejected,,19-02-2021,1613664000,,,,,International,19-02-2021,1613664000,
900,Cornell University,Mechanical Engineering,PhD,Fall 2021,Wait listed,,,,,,,,American,19-02-2021,1613664000,
901,Cornell University,Mechanical Engineering,PhD,Fall 2021,Rejected,,19-02-2021,1613664000,3.5,,,,International,19-02-2021,1613664000,"Undergrad gpa 3.50, grad gpa 3.88, 1 international, 1 national journal, several conference journals"
902,Cornell University,Mechanical And Aerospace Engineering,PhD,Fall 2021,Wait listed,,,,,,,,American,19-02-2021,1613664000,gr8
903,Cornell University,Mechanical Engineering,PhD,Fall 2021,Rejected,,19-02-2021,1613664000,,,,,International,19-02-2021,1613664000,
904,Cornell University,Mechanical And Aerospace Engineering,PhD,Fall 2021,Rejected,,19-02-2021,1613664000,3.95,,,,International,19-02-2021,1613664000,"4 first author jurnal pubs, 1 major project, 2 years of research, top 20 schools in ME. Such a disappointment. This was supposed to be my safety school, but here I got a generic rejection email. This year has been a blood bath in admissions. Wish the best everyone!"
905,Cornell University,Mechanical And Aerospace Engineering,PhD,Fall 2021,Rejected,,19-02-2021,1613664000,,,,,International,19-02-2021,1613664000,Generic Rejection Email. :) Congratulations to everyone who got selected!
906,Purdue University,Mechanical Engineering,PhD,Fall 2021,Accepted,,18-02-2021,1613577600,,,,,International,18-02-2021,1613577600,RA
907,Massachusetts Institute Of Technology (MIT),Mechanical Engineering,PhD,Fall 2021,Other,Other,,,,,,,,18-02-2021,1613577600,"TTPB: I got the reply as follow. ""While most of our decisions have been made, the committee are still reviewing some applications and will hopefully finalize all decisions by late next week"". Though I am not optimistic on the number of acceptance remained, there is still some chance. Keep calm and wait."
908,University Of Pennsylvania,Mechanical Engineering,PhD,Fall 2021,Other,Other,,,3.85,,,,International,18-02-2021,1613577600,TTPD: Also got invitation to virtual event. Do all applicants get this? Can anyone confirm not getting this?
909,Massachusetts Institute Of Technology (MIT),Mechanical Engineering,PhD,Fall 2021,Rejected,,17-02-2021,1613491200,3.75,,,,International,18-02-2021,1613577600,
910,"University Of California, Santa Barbara",Mechanical Engineering,PhD,Fall 2021,Interview,,,,3.1,,,,American,18-02-2021,1613577600,"Computational research, analytical chemistry experience, PCR/DNA extractions/Library construction/Waste management/GElectro experience, tons of outreach and service, 4 significant leadership rolls."
911,Massachusetts Institute Of Technology (MIT),Mechanical Engineering,PhD,Fall 2021,Other,Other,,,,,,,American,18-02-2021,1613577600,"TTPB: I havenâ€™t heard anything either. If they respond, will you please post an update here?"
912,Massachusetts Institute Of Technology (MIT),Mechanical Engineering,PhD,Fall 2021,Other,Other,,,,,,,International,18-02-2021,1613577600,What if I did not receive any updates? Also I emailed and asked this question to grad office while have not received a reply.
913,University Of Pennsylvania,Mechanical Engineering,PhD,Fall 2021,Other,Other,,,,,,,,18-02-2021,1613577600,Virtual event invitation. No decision received yet. Have they sent all the admits? Thanks
914,"University Of Illinois, Urbana-Champaign (UIUC)",Mechanical Engineering,PhD,Fall 2021,Other,Other,,,,,,,American,18-02-2021,1613577600,Any news? Interviews or visit day invitation?
915,Massachusetts Institute Of Technology,Mechanical Engineering,PhD,Fall 2021,Rejected,,18-02-2021,1613577600,,,,,International,18-02-2021,1613577600,I'm sorry.
916,Ohio University,Mechanical Engineering,PhD,Fall 2021,Accepted,,25-01-2021,1611504000,,,,,International,18-02-2021,1613577600,Interviewed by a professor in December last year and accepted in the interview
917,University Of Washington,Mechanical Engineering,PhD,Fall 2021,Accepted,,17-02-2021,1613491200,,,,,American,17-02-2021,1613491200,
918,Georgia Institute Of Technology,Mechanical Engineering,PhD,Fall 2021,Rejected,,09-02-2021,1612800000,3.95,,,,International,17-02-2021,1613491200,Got a generic email saying that I have been rejected.
919,Massachusetts Institute Of Technology (MIT),Mechanical Engineering,PhD,Fall 2021,Rejected,,17-02-2021,1613491200,,,,,International,17-02-2021,1613491200,"Thank you for applying to the Mechanical Engineering Department at MIT and thank you for your patience during this lengthy admissions process. Unfortunately, we are unable to admit you to our graduate program.  This year we received a record number of applicants, but we were only able to admit approximately 1 in 10.  As a result, we had to turn away hundreds of highly-qualified applicants. We truly wish you well in your future endeavors."
920,Colorado School Of Mines,Mechanical Engineering,PhD,Fall 2021,Accepted,,15-02-2021,1613318400,3.7,,,,International,17-02-2021,1613491200,
921,Massachusetts Institute Of Technology (MIT),Mechanical Engineering,PhD,Fall 2021,Other,Other,,,4.0,163.0,166.0,5.0,American,17-02-2021,1613491200,"I applied to Computational Science and Engineering PhD program with Mechanical Engineering home department. I have not yet heard back whether I've been accepted or rejected, so maybe there is still hope for acceptance. Perhaps I've been waitlisted."
922,Stanford University,Mechanical Engineering,PhD,Fall 2021,Accepted,,16-02-2021,1613404800,4.0,,,,American,17-02-2021,1613491200,Accepted after three ~30 min interviews.
923,Cornell University,Mechanical Engineering,PhD,Fall 2021,Other,Other,,,,,,,International,17-02-2021,1613491200,TTPB: No updates from UMich and Cornell.
924,Massachusetts Institute Of Technology (MIT),Mechanical Engineering,PhD,Fall 2021,Other,Other,,,3.76,166.0,170.0,4.5,International,17-02-2021,1613491200,"Best of luck to those who have received decisions. Haven't received updates from the program yet as well, and hoping for fluid mechanics / ocean engineering"
925,University Of Maryland,Mechanical Engineering,PhD,Fall 2021,Accepted,,17-02-2021,1613491200,,,,,American,17-02-2021,1613491200,recommended for admission to the grad school.
926,Cornell University,Mechanical Engineering,PhD,Fall 2021,Other,Other,,,,,,,International,17-02-2021,1613491200,Any updates?
927,Massachusetts Institute Of Technology (MIT),Mechanical Engineering,PhD,Fall 2021,Other,Other,,,,,,,International,17-02-2021,1613491200,Any chance for coming PhD acceptances ?
928,Stanford University,Mechanical Engineering,PhD,Fall 2021,Accepted,,16-02-2021,1613404800,,,,,International,17-02-2021,1613491200,
929,Massachusetts Institute Of Technology (MIT),Mechanical Engineering,PhD,Fall 2021,Rejected,,17-02-2021,1613491200,,,,,International,17-02-2021,1613491200,
930,Massachusetts Institute Of Technology (MIT),Mechanical Engineering,PhD,Fall 2021,Other,Other,,,,,,,International,17-02-2021,1613491200,I haven't received any email yet. Does it mean I am waitlisted? or sending email just takes some time?
931,Massachusetts Institute Of Technology (MIT),Mechanical Engineeringengineering,PhD,Fall 2021,Rejected,,17-02-2021,1613491200,,,,,International,17-02-2021,1613491200,
932,Massachusetts Institute Of Technology (MIT),Mechanical Engineering,PhD,Fall 2021,Rejected,,17-02-2021,1613491200,,,,,International,17-02-2021,1613491200,
933,Massachusetts Institute Of Technology (MIT),Mechanical Engineering,PhD,Fall 2021,Rejected,,17-02-2021,1613491200,,,,,American,17-02-2021,1613491200,"""Unfortunately, we are unable to admit you to our graduate program.  This year we received a record number of applicants, but we were only able to admit approximately 1 in 10.  As a result, we had to turn away hundreds of highly-qualified applicants."""
934,Stanford University,Mechanical Engineering,PhD,Fall 2021,Accepted,,16-02-2021,1613404800,3.84,,,,International,17-02-2021,1613491200,
935,University Of Alabama,Mechanical Engineering,PhD,Fall 2021,Accepted,,03-02-2021,1612281600,,,,,American,17-02-2021,1613491200,Accepted 13 days after application. No word of funding. Little luck reaching out to professors for research positions.
936,"University Of California, Los Angeles (UCLA)",Mechanical Engineering,PhD,Fall 2021,Accepted,,17-02-2021,1613491200,,,,,International,17-02-2021,1613491200,
937,Stanford University,Mechanical Engineering,PhD,Fall 2021,Accepted,,16-02-2021,1613404800,,,,,,17-02-2021,1613491200,Finally! Waiting for more details about the funding amount
938,Massachusetts Institute Of Technology (MIT),Mechanical Engineering,PhD,Fall 2021,Accepted,,16-02-2021,1613404800,3.81,,,,International,16-02-2021,1613404800,Thermal-fluid systems concentration. Two conference proceedings and undergrad research experience at Georgia Tech(Exchange Program) and Los Alamos National Lab. Unofficial straight offer without interview from ME Grad Office as same as below.
939,Massachusetts Institute Of Technology (MIT),Mechanical Engineering,PhD,Fall 2021,Other,Other,,,,,,,Other,16-02-2021,1613404800,"Okay guys the news is if any one received their decision on 12 feb amount to high percent of acceptances. if you did not received anything, i feel be prepared for a rejection. There will be few more acceptances but they will be very few. So major chunk will be sure shot rejection. Unfortunately it is what it is. stay safe."
940,MIT Media Lab,Mechanical Engineering,PhD,Fall 2021,Accepted,,16-02-2021,1613404800,,,,,American,16-02-2021,1613404800,"2nd time applying to MechE, got accepted around noon on 2/16!"
941,Stanford University,Mechanical Engineering,PhD,Fall 2021,Accepted,,16-02-2021,1613404800,,,,,American,16-02-2021,1613404800,Acceptance received 3:55PM PST. Area: robotics/control/learning.
942,"University Of California, Riverside",Mechanical Engineering,PhD,Fall 2021,Other,Other,,,,,,,American,16-02-2021,1613404800,Has anyone who applied to mechanical PhD heard anything yet?
